mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample_for_bin,param_subsample,param_num_leaves,param_n_estimators,param_min_child_weight,param_min_child_samples,param_max_depth,param_learning_rate,param_lambda_l2,param_lambda_l1,param_colsample_bytree,param_boosting_type,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
13.574386835098267,1.6175325316633147,0.020739237467447918,0.010946092690110777,5000,0.5,15,1600,14,20,5,0.03,14,5,0.6,goss,"{'subsample_for_bin': 5000, 'subsample': 0.5, 'num_leaves': 15, 'n_estimators': 1600, 'min_child_weight': 14, 'min_child_samples': 20, 'max_depth': 5, 'learning_rate': 0.03, 'lambda_l2': 14, 'lambda_l1': 5, 'colsample_bytree': 0.6, 'boosting_type': 'goss'}",-4.076423049731563,-3.812302958338155,-4.0596513681311635,-3.982792458733627,0.12074856696112957,12,-3.708747455989379,-3.770388221142419,-3.727852262899483,-3.7356626466770937,0.02576363785426062
14.026156902313232,0.9349860198655116,0.02043779691060384,0.007735784677201673,20000,0.4,30,1800,12,10,6,0.001,12,2,0.7,goss,"{'subsample_for_bin': 20000, 'subsample': 0.4, 'num_leaves': 30, 'n_estimators': 1800, 'min_child_weight': 12, 'min_child_samples': 10, 'max_depth': 6, 'learning_rate': 0.001, 'lambda_l2': 12, 'lambda_l1': 2, 'colsample_bytree': 0.7, 'boosting_type': 'goss'}",-5.1800131163123,-5.1201900505592715,-5.142675897294655,-5.1476263547220755,0.024672252573533157,60,-5.1314452904840335,-5.161423037281886,-5.150260173633475,-5.147709500466465,0.012370550404696883
12.851799885431925,1.5019607468627747,0.014097849527994791,0.0077272579231849985,20000,0.5,15,1600,14,20,6,0.03,14,5,0.8,goss,"{'subsample_for_bin': 20000, 'subsample': 0.5, 'num_leaves': 15, 'n_estimators': 1600, 'min_child_weight': 14, 'min_child_samples': 20, 'max_depth': 6, 'learning_rate': 0.03, 'lambda_l2': 14, 'lambda_l1': 5, 'colsample_bytree': 0.8, 'boosting_type': 'goss'}",-4.078183290065372,-3.9789107516041082,-3.8927941319630754,-3.9832960578775185,0.07574830325405875,13,-3.6108809920103346,-3.832838045367217,-3.6974941284248457,-3.7137377219341325,0.09133865239239691
12.345927317937216,1.2651757507435173,0.00874797503153483,8.090095104202603e-05,10000,0.5,30,1600,12,10,6,0.02,14,4,0.7,goss,"{'subsample_for_bin': 10000, 'subsample': 0.5, 'num_leaves': 30, 'n_estimators': 1600, 'min_child_weight': 12, 'min_child_samples': 10, 'max_depth': 6, 'learning_rate': 0.02, 'lambda_l2': 14, 'lambda_l1': 4, 'colsample_bytree': 0.7, 'boosting_type': 'goss'}",-4.293647248967315,-3.6321216516393955,-3.9710490766585558,-3.9656059924217555,0.2700941186013028,11,-3.7592833809732324,-3.853740902661221,-3.752856625787485,-3.788626969807313,0.04611719841398172
11.384239673614502,0.6626106768091818,0.01258691151936849,0.005515427606582378,10000,0.5,15,1600,14,15,4,0.03,15,2,0.6,goss,"{'subsample_for_bin': 10000, 'subsample': 0.5, 'num_leaves': 15, 'n_estimators': 1600, 'min_child_weight': 14, 'min_child_samples': 15, 'max_depth': 4, 'learning_rate': 0.03, 'lambda_l2': 15, 'lambda_l1': 2, 'colsample_bytree': 0.6, 'boosting_type': 'goss'}",-4.052880126598141,-3.732008121023401,-4.001802478499292,-3.9288969087069447,0.14077435270779762,5,-3.590519032546259,-3.774202474238334,-3.58654560162254,-3.6504223694690445,0.08754078208031069
9.950095574061075,1.2383359902409277,0.027991453806559246,0.027632544821409335,10000,0.3,45,1600,16,20,4,0.01,14,5,0.6,goss,"{'subsample_for_bin': 10000, 'subsample': 0.3, 'num_leaves': 45, 'n_estimators': 1600, 'min_child_weight': 16, 'min_child_samples': 20, 'max_depth': 4, 'learning_rate': 0.01, 'lambda_l2': 14, 'lambda_l1': 5, 'colsample_bytree': 0.6, 'boosting_type': 'goss'}",-5.1800131163123,-3.95163062739733,-4.28099557076658,-4.470879771492069,0.5191485927504141,45,-5.1314452904840335,-4.102113861108246,-4.0041944435163,-4.412584531702859,0.5098808004308261
11.074232975641886,2.0047780455837154,0.014260609944661459,0.009354259920314592,10000,0.4,45,1600,16,15,6,0.03,15,5,0.7,goss,"{'subsample_for_bin': 10000, 'subsample': 0.4, 'num_leaves': 45, 'n_estimators': 1600, 'min_child_weight': 16, 'min_child_samples': 15, 'max_depth': 6, 'learning_rate': 0.03, 'lambda_l2': 15, 'lambda_l1': 5, 'colsample_bytree': 0.7, 'boosting_type': 'goss'}",-5.1800131163123,-4.032917439884318,-4.260733053577301,-4.491221203257973,0.4958499188782545,53,-5.1314452904840335,-4.019735486483528,-3.992498962007466,-4.3812265796583425,0.5306012580843893
13.597262223561605,0.5664387847520717,0.020058393478393555,0.007651143820362145,20000,0.4,15,1800,12,20,4,0.001,15,4,0.7,goss,"{'subsample_for_bin': 20000, 'subsample': 0.4, 'num_leaves': 15, 'n_estimators': 1800, 'min_child_weight': 12, 'min_child_samples': 20, 'max_depth': 4, 'learning_rate': 0.001, 'lambda_l2': 15, 'lambda_l1': 4, 'colsample_bytree': 0.7, 'boosting_type': 'goss'}",-5.1800131163123,-5.1201900505592715,-5.142675897294655,-5.1476263547220755,0.024672252573533157,60,-5.1314452904840335,-5.161423037281886,-5.150260173633475,-5.147709500466465,0.012370550404696883
16.43482772509257,0.7199122545928478,0.020873546600341797,0.007168504582787701,10000,0.6,45,2000,12,10,5,0.02,14,2,0.7,goss,"{'subsample_for_bin': 10000, 'subsample': 0.6, 'num_leaves': 45, 'n_estimators': 2000, 'min_child_weight': 12, 'min_child_samples': 10, 'max_depth': 5, 'learning_rate': 0.02, 'lambda_l2': 14, 'lambda_l1': 2, 'colsample_bytree': 0.7, 'boosting_type': 'goss'}",-4.293647248967315,-3.790169470536194,-4.090913947161065,-4.058243555554858,0.20683807549104918,20,-3.6085502096249975,-3.8739120078551497,-3.6936006621343007,-3.7253542932048163,0.11063586158989254
14.49900738398234,0.5812138194077043,0.018329779307047527,0.006842719431498468,20000,0.5,15,2000,16,10,4,0.03,15,2,0.7,goss,"{'subsample_for_bin': 20000, 'subsample': 0.5, 'num_leaves': 15, 'n_estimators': 2000, 'min_child_weight': 16, 'min_child_samples': 10, 'max_depth': 4, 'learning_rate': 0.03, 'lambda_l2': 15, 'lambda_l1': 2, 'colsample_bytree': 0.7, 'boosting_type': 'goss'}",-4.270741674435573,-4.027549359865605,-4.245472701777561,-4.181254578692914,0.10917448104101002,42,-3.595202465679891,-4.007187786569845,-3.971420684616104,-3.85793697895528,0.1863543036710519
13.728334108988443,3.268170936857011,0.013651609420776367,0.010093562698394454,20000,0.4,30,2000,16,10,5,0.02,12,5,0.8,goss,"{'subsample_for_bin': 20000, 'subsample': 0.4, 'num_leaves': 30, 'n_estimators': 2000, 'min_child_weight': 16, 'min_child_samples': 10, 'max_depth': 5, 'learning_rate': 0.02, 'lambda_l2': 12, 'lambda_l1': 5, 'colsample_bytree': 0.8, 'boosting_type': 'goss'}",-5.1800131163123,-4.0114020184775985,-4.221624732803163,-4.471013289197688,0.5086314733616177,46,-5.1314452904840335,-4.028674202183409,-3.8577835611651623,-4.3393010179442015,0.5644586280588693
12.375204483668009,1.814961340047705,0.007865667343139648,0.003013749228843056,5000,0.3,15,1800,16,20,6,0.02,12,5,0.7,goss,"{'subsample_for_bin': 5000, 'subsample': 0.3, 'num_leaves': 15, 'n_estimators': 1800, 'min_child_weight': 16, 'min_child_samples': 20, 'max_depth': 6, 'learning_rate': 0.02, 'lambda_l2': 12, 'lambda_l1': 5, 'colsample_bytree': 0.7, 'boosting_type': 'goss'}",-5.1800131163123,-4.01679167802058,-4.22674633913423,-4.474517044489037,0.5061710978509001,47,-5.1314452904840335,-4.068655408674022,-3.9943004958114163,-4.398133731656491,0.5194173306050168
14.92379872004191,0.5849584739654149,0.026295820871988933,0.0003572883230313309,5000,0.6,30,2000,16,20,6,0.001,12,4,0.7,goss,"{'subsample_for_bin': 5000, 'subsample': 0.6, 'num_leaves': 30, 'n_estimators': 2000, 'min_child_weight': 16, 'min_child_samples': 20, 'max_depth': 6, 'learning_rate': 0.001, 'lambda_l2': 12, 'lambda_l1': 4, 'colsample_bytree': 0.7, 'boosting_type': 'goss'}",-4.918474108888712,-5.118311770947075,-5.142675897294655,-5.059820592376814,0.10044077511651482,56,-4.8168374559375655,-5.161423037281886,-5.134404572270342,-5.037555021829931,0.15646018084054297
13.985479990641275,0.425324292170812,0.018654028574625652,0.006427271226105469,5000,0.6,45,2000,12,15,4,0.001,12,4,0.6,goss,"{'subsample_for_bin': 5000, 'subsample': 0.6, 'num_leaves': 45, 'n_estimators': 2000, 'min_child_weight': 12, 'min_child_samples': 15, 'max_depth': 4, 'learning_rate': 0.001, 'lambda_l2': 12, 'lambda_l1': 4, 'colsample_bytree': 0.6, 'boosting_type': 'goss'}",-5.1800131163123,-5.1201900505592715,-5.142675897294655,-5.1476263547220755,0.024672252573533157,60,-5.1314452904840335,-5.161423037281886,-5.150260173633475,-5.147709500466465,0.012370550404696883
14.91570250193278,0.2770563405142752,0.0223542054494222,0.006744234174374528,20000,0.4,15,2000,14,10,5,0.03,14,5,0.7,goss,"{'subsample_for_bin': 20000, 'subsample': 0.4, 'num_leaves': 15, 'n_estimators': 2000, 'min_child_weight': 14, 'min_child_samples': 10, 'max_depth': 5, 'learning_rate': 0.03, 'lambda_l2': 14, 'lambda_l1': 5, 'colsample_bytree': 0.7, 'boosting_type': 'goss'}",-3.9488354530679928,-3.8872325532539116,-3.9789107516041082,-3.9383262526420038,0.038158052740146456,7,-3.7061539259826923,-3.820618052378211,-3.587882617736689,-3.704884865365864,0.09501808080774753
14.470318794250488,0.8123885308594181,0.019519726435343426,0.006955556361118989,10000,0.5,15,1800,12,15,6,0.01,12,5,0.7,goss,"{'subsample_for_bin': 10000, 'subsample': 0.5, 'num_leaves': 15, 'n_estimators': 1800, 'min_child_weight': 12, 'min_child_samples': 15, 'max_depth': 6, 'learning_rate': 0.01, 'lambda_l2': 12, 'lambda_l1': 5, 'colsample_bytree': 0.7, 'boosting_type': 'goss'}",-4.012540151686899,-4.04006378472115,-3.814194138094825,-3.9555993581676248,0.10061797318481006,8,-3.7022602244076213,-4.025994671323495,-3.6903529690222348,-3.8062026215844504,0.1554924532553939
13.655169804890951,0.6800177008029625,0.01276850700378418,0.004131004826230173,20000,0.5,45,2000,16,15,4,0.03,12,2,0.6,goss,"{'subsample_for_bin': 20000, 'subsample': 0.5, 'num_leaves': 45, 'n_estimators': 2000, 'min_child_weight': 16, 'min_child_samples': 15, 'max_depth': 4, 'learning_rate': 0.03, 'lambda_l2': 12, 'lambda_l1': 2, 'colsample_bytree': 0.6, 'boosting_type': 'goss'}",-4.12136457171825,-4.03649219381993,-3.8555654080023873,-4.004474057846856,0.11084875471080921,16,-3.603217045491858,-3.9918982700666548,-3.6704798136415517,-3.755198376400022,0.16960974763878098
15.175223429997763,1.0317163591958352,0.017383416493733723,0.0066000361620510315,20000,0.5,15,2000,16,10,6,0.01,15,4,0.8,goss,"{'subsample_for_bin': 20000, 'subsample': 0.5, 'num_leaves': 15, 'n_estimators': 2000, 'min_child_weight': 16, 'min_child_samples': 10, 'max_depth': 6, 'learning_rate': 0.01, 'lambda_l2': 15, 'lambda_l1': 4, 'colsample_bytree': 0.8, 'boosting_type': 'goss'}",-4.229085889895692,-3.9752842181892625,-4.190763653560053,-4.13171125388167,0.11171156780171639,28,-4.062610945230627,-4.043824672956471,-3.9943004958114163,-4.033578704666172,0.02881335656274722
13.36885174115499,1.6010984467616216,0.01405477523803711,0.007909123574758817,20000,0.4,45,1600,16,10,5,0.03,15,4,0.7,goss,"{'subsample_for_bin': 20000, 'subsample': 0.4, 'num_leaves': 45, 'n_estimators': 1600, 'min_child_weight': 16, 'min_child_samples': 10, 'max_depth': 5, 'learning_rate': 0.03, 'lambda_l2': 15, 'lambda_l1': 4, 'colsample_bytree': 0.7, 'boosting_type': 'goss'}",-4.2075348224698805,-4.025758409198293,-4.243773719770575,-4.15902231714625,0.09538611460991461,39,-3.8949548234765285,-4.034919520829176,-3.984381979704236,-3.97141877466998,0.05787090598809645
16.891829172770183,0.5202002659598273,0.013979752858479818,0.004595761891892051,20000,0.3,15,2000,12,10,6,0.03,14,2,0.8,goss,"{'subsample_for_bin': 20000, 'subsample': 0.3, 'num_leaves': 15, 'n_estimators': 2000, 'min_child_weight': 12, 'min_child_samples': 10, 'max_depth': 6, 'learning_rate': 0.03, 'lambda_l2': 14, 'lambda_l1': 2, 'colsample_bytree': 0.8, 'boosting_type': 'goss'}",-4.412357592209759,-3.925385821311562,-4.247171004146353,-4.194971472555891,0.20220281853727806,43,-3.61420807370024,-3.8004795860434317,-3.667865511448306,-3.6941843903973264,0.07828912917089155
16.255022128423054,2.1601077334351007,0.02013055483500163,0.007662692571873423,10000,0.3,15,2000,16,15,4,0.01,12,2,0.6,goss,"{'subsample_for_bin': 10000, 'subsample': 0.3, 'num_leaves': 15, 'n_estimators': 2000, 'min_child_weight': 16, 'min_child_samples': 15, 'max_depth': 4, 'learning_rate': 0.01, 'lambda_l2': 12, 'lambda_l1': 2, 'colsample_bytree': 0.6, 'boosting_type': 'goss'}",-4.2488388506681884,-3.9825339826644197,-4.250565573227602,-4.160646135520071,0.12594628389080595,40,-4.008104769857425,-4.058032269373985,-3.9961012174428165,-4.020746085558076,0.0268168596882373
23.128026326497395,7.647743139253385,0.019588947296142578,0.00692343696937669,10000,0.4,15,2000,12,15,6,0.01,15,4,0.6,goss,"{'subsample_for_bin': 10000, 'subsample': 0.4, 'num_leaves': 15, 'n_estimators': 2000, 'min_child_weight': 12, 'min_child_samples': 15, 'max_depth': 6, 'learning_rate': 0.01, 'lambda_l2': 15, 'lambda_l1': 4, 'colsample_bytree': 0.6, 'boosting_type': 'goss'}",-4.270181466959636,-3.6990123421924817,-3.9204836828754064,-3.963225830675842,0.2351293412440127,9,-3.744547317818886,-3.9182289348137265,-3.67374507521927,-3.7788404426172946,0.1027135278558115
17.41958212852478,2.629929524162266,0.011356671651204428,0.003784907397719457,10000,0.5,45,1600,12,10,4,0.001,14,2,0.7,goss,"{'subsample_for_bin': 10000, 'subsample': 0.5, 'num_leaves': 45, 'n_estimators': 1600, 'min_child_weight': 12, 'min_child_samples': 10, 'max_depth': 4, 'learning_rate': 0.001, 'lambda_l2': 14, 'lambda_l1': 2, 'colsample_bytree': 0.7, 'boosting_type': 'goss'}",-5.1800131163123,-5.1201900505592715,-5.142675897294655,-5.1476263547220755,0.024672252573533157,60,-5.1314452904840335,-5.161423037281886,-5.150260173633475,-5.147709500466465,0.012370550404696883
12.466717640558878,3.5304481868975324,0.009621222813924154,0.0020037551327630266,5000,0.4,45,1600,16,20,4,0.001,12,4,0.7,goss,"{'subsample_for_bin': 5000, 'subsample': 0.4, 'num_leaves': 45, 'n_estimators': 1600, 'min_child_weight': 16, 'min_child_samples': 20, 'max_depth': 4, 'learning_rate': 0.001, 'lambda_l2': 12, 'lambda_l1': 4, 'colsample_bytree': 0.7, 'boosting_type': 'goss'}",-5.004782401858462,-5.1201900505592715,-5.142675897294655,-5.089216116570796,0.060405256178275836,57,-4.9078038328297575,-5.161423037281886,-5.150260173633475,-5.07316234791504,0.11701490293865802
12.052298545837402,0.9365571390898869,0.00854929288228353,0.0008173623707031805,10000,0.3,15,1600,16,15,4,0.001,15,2,0.7,goss,"{'subsample_for_bin': 10000, 'subsample': 0.3, 'num_leaves': 15, 'n_estimators': 1600, 'min_child_weight': 16, 'min_child_samples': 15, 'max_depth': 4, 'learning_rate': 0.001, 'lambda_l2': 15, 'lambda_l1': 2, 'colsample_bytree': 0.7, 'boosting_type': 'goss'}",-5.028150420454593,-5.1201900505592715,-5.142675897294655,-5.097005456102839,0.04954570466712392,59,-4.9366174965954475,-5.161423037281886,-5.150260173633475,-5.082766902503603,0.10344366910445617
10.778666893641153,1.2655155604203943,0.014150142669677734,0.009281757971498798,10000,0.3,15,1800,16,20,6,0.001,12,5,0.6,goss,"{'subsample_for_bin': 10000, 'subsample': 0.3, 'num_leaves': 15, 'n_estimators': 1800, 'min_child_weight': 16, 'min_child_samples': 20, 'max_depth': 6, 'learning_rate': 0.001, 'lambda_l2': 12, 'lambda_l1': 5, 'colsample_bytree': 0.6, 'boosting_type': 'goss'}",-5.1800131163123,-5.1201900505592715,-5.142675897294655,-5.1476263547220755,0.024672252573533157,60,-5.1314452904840335,-5.161423037281886,-5.150260173633475,-5.147709500466465,0.012370550404696883
16.80234471956889,0.32920519561494943,0.015908559163411457,0.004293682202610369,5000,0.6,30,2000,12,15,5,0.001,14,4,0.8,goss,"{'subsample_for_bin': 5000, 'subsample': 0.6, 'num_leaves': 30, 'n_estimators': 2000, 'min_child_weight': 12, 'min_child_samples': 15, 'max_depth': 5, 'learning_rate': 0.001, 'lambda_l2': 14, 'lambda_l1': 4, 'colsample_bytree': 0.8, 'boosting_type': 'goss'}",-5.1800131163123,-5.1201900505592715,-5.142675897294655,-5.1476263547220755,0.024672252573533157,60,-5.1314452904840335,-5.161423037281886,-5.150260173633475,-5.147709500466465,0.012370550404696883
11.514360348383585,1.7509150582375457,0.028836170832316082,0.019354989645325983,20000,0.5,45,1600,16,10,4,0.001,14,5,0.7,goss,"{'subsample_for_bin': 20000, 'subsample': 0.5, 'num_leaves': 45, 'n_estimators': 1600, 'min_child_weight': 16, 'min_child_samples': 10, 'max_depth': 4, 'learning_rate': 0.001, 'lambda_l2': 14, 'lambda_l1': 5, 'colsample_bytree': 0.7, 'boosting_type': 'goss'}",-5.1800131163123,-5.1201900505592715,-5.142675897294655,-5.1476263547220755,0.024672252573533157,60,-5.1314452904840335,-5.161423037281886,-5.150260173633475,-5.147709500466465,0.012370550404696883
13.18230684598287,3.613737976664352,0.012307167053222656,0.010434095994054414,5000,0.5,15,2000,16,20,6,0.03,14,5,0.8,goss,"{'subsample_for_bin': 5000, 'subsample': 0.5, 'num_leaves': 15, 'n_estimators': 2000, 'min_child_weight': 16, 'min_child_samples': 20, 'max_depth': 6, 'learning_rate': 0.03, 'lambda_l2': 14, 'lambda_l1': 5, 'colsample_bytree': 0.8, 'boosting_type': 'goss'}",-5.1800131163123,-4.025758409198293,-4.233565509482158,-4.47977901166425,0.5023556500570016,51,-5.1314452904840335,-4.022419186895855,-3.8512510035787004,-4.335038493652863,0.5674636412870799
16.5217186609904,2.096170920960214,0.012281020482381185,0.003818391006683127,20000,0.4,45,2000,16,15,6,0.01,15,2,0.6,goss,"{'subsample_for_bin': 20000, 'subsample': 0.4, 'num_leaves': 45, 'n_estimators': 2000, 'min_child_weight': 16, 'min_child_samples': 15, 'max_depth': 6, 'learning_rate': 0.01, 'lambda_l2': 15, 'lambda_l1': 2, 'colsample_bytree': 0.6, 'boosting_type': 'goss'}",-4.227388484292541,-3.958923707660571,-4.231861747051036,-4.139391313001383,0.12762293407537634,30,-4.04065874294317,-4.04115518778957,-4.00059947546234,-4.02747113539836,0.019002213821187768
14.75600298245748,3.1125443438888736,0.02331717809041341,0.010580203508621851,10000,0.6,45,1800,14,20,4,0.01,15,2,0.6,goss,"{'subsample_for_bin': 10000, 'subsample': 0.6, 'num_leaves': 45, 'n_estimators': 1800, 'min_child_weight': 14, 'min_child_samples': 20, 'max_depth': 4, 'learning_rate': 0.01, 'lambda_l2': 15, 'lambda_l1': 2, 'colsample_bytree': 0.6, 'boosting_type': 'goss'}",-4.185301233063548,-3.996994062850424,-4.216496905470956,-4.132930733794976,0.09696176694915429,29,-3.9789107516041082,-4.050046629094748,-4.0023973631160334,-4.01045158127163,0.029594268467213684
12.274295409520468,2.524721756203334,0.010196765263875326,0.005758241515852955,10000,0.4,15,1800,16,20,4,0.02,15,5,0.8,goss,"{'subsample_for_bin': 10000, 'subsample': 0.4, 'num_leaves': 15, 'n_estimators': 1800, 'min_child_weight': 16, 'min_child_samples': 20, 'max_depth': 4, 'learning_rate': 0.02, 'lambda_l2': 15, 'lambda_l1': 5, 'colsample_bytree': 0.8, 'boosting_type': 'goss'}",-5.1800131163123,-4.0185866248643265,-4.228452162707732,-4.475683967961452,0.5053517243175277,48,-5.1314452904840335,-4.040264967448824,-4.005092681335992,-4.39226764642295,0.5228747233881625
11.847813288370768,0.5117939320587508,0.016119877497355144,0.006974614934816093,20000,0.3,15,1600,14,20,5,0.02,14,4,0.6,goss,"{'subsample_for_bin': 20000, 'subsample': 0.3, 'num_leaves': 15, 'n_estimators': 1600, 'min_child_weight': 14, 'min_child_samples': 20, 'max_depth': 5, 'learning_rate': 0.02, 'lambda_l2': 14, 'lambda_l1': 4, 'colsample_bytree': 0.6, 'boosting_type': 'goss'}",-4.2075348224698805,-3.834935562591733,-4.041848396654489,-4.0281062605720335,0.15242306659102348,19,-3.642035567772928,-3.886889973882043,-3.7239905364524666,-3.7509720260358126,0.10176581165553258
13.878213167190552,1.7225163463723694,0.016007741292317707,0.006789724370567852,5000,0.5,45,1800,14,10,6,0.001,14,2,0.6,goss,"{'subsample_for_bin': 5000, 'subsample': 0.5, 'num_leaves': 45, 'n_estimators': 1800, 'min_child_weight': 14, 'min_child_samples': 10, 'max_depth': 6, 'learning_rate': 0.001, 'lambda_l2': 14, 'lambda_l1': 2, 'colsample_bytree': 0.6, 'boosting_type': 'goss'}",-5.1800131163123,-5.1201900505592715,-5.142675897294655,-5.1476263547220755,0.024672252573533157,60,-5.1314452904840335,-5.161423037281886,-5.150260173633475,-5.147709500466465,0.012370550404696883
14.835949977238974,3.701499864981899,0.010930935541788736,0.003787056862824875,20000,0.3,45,1600,12,15,5,0.001,14,5,0.8,goss,"{'subsample_for_bin': 20000, 'subsample': 0.3, 'num_leaves': 45, 'n_estimators': 1600, 'min_child_weight': 12, 'min_child_samples': 15, 'max_depth': 5, 'learning_rate': 0.001, 'lambda_l2': 14, 'lambda_l1': 5, 'colsample_bytree': 0.8, 'boosting_type': 'goss'}",-4.68939554974941,-5.1201900505592715,-5.142675897294655,-4.984087165867779,0.20858054364951992,55,-4.5494082455430815,-5.161423037281886,-5.150260173633475,-4.953697152152814,0.28591174907300576
11.671318133672079,0.20483216733156007,0.011327584584554037,0.0040808085856782585,20000,0.3,15,1600,14,15,5,0.02,14,5,0.6,goss,"{'subsample_for_bin': 20000, 'subsample': 0.3, 'num_leaves': 15, 'n_estimators': 1600, 'min_child_weight': 14, 'min_child_samples': 15, 'max_depth': 5, 'learning_rate': 0.02, 'lambda_l2': 14, 'lambda_l1': 5, 'colsample_bytree': 0.6, 'boosting_type': 'goss'}",-3.8945428633964907,-4.041848396654489,-3.953455158757677,-3.9632821396028852,0.06053735594107635,10,-3.6228441865473595,-4.013466540170074,-3.6939252744003523,-3.7767453337059287,0.1698839357816029
